batch_id,run_number,model,timestamp,passed,assertions_passed,assertions_total,metrics_count,benchmarks_found,tokens,conversation_span_ms,tool_calls,tool_errors,mcp_calls,mcp_errors,execute_calls,execute_errors,error_message,llm_time_ms,tool_time_ms,turns
2025_11_28_15_15,2,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:15:40.249564,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",103489,32910.56,8,0,1,0,7,0,,31026.36,1884.2,9
2025_11_28_15_15,3,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:16:16.765808,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",54962,25764.11,5,0,1,0,4,0,,24852.78,911.33,6
2025_11_28_15_15,4,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:16:51.560757,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",114906,36324.93,12,1,0,0,12,1,"Metric arc_challenge has value 44.5, expected 48.5",33844.46,2480.47,13
2025_11_28_15_15,5,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:17:34.281770,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",102769,29115.04,9,0,1,0,8,0,,27616.45,1498.59,10
2025_11_28_15_15,6,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:18:12.157850,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",111018,42729.64,8,0,1,0,7,0,,40907.55,1822.09,9
2025_11_28_15_15,7,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:18:58.678953,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",167455,44202.41,12,1,1,0,11,1,,41769.0,2433.41,13
2025_11_28_15_15,8,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:19:54.421458,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",253499,81059.66,15,2,1,0,14,2,"Metric arc_challenge has value 46.5, expected 48.5",77313.32,3746.34,16
2025_11_28_15_15,9,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:21:22.157454,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",60416,32418.91,6,0,0,0,6,0,"Metric arc_challenge has value 44.5, expected 48.5",30833.6,1585.31,7
2025_11_28_15_15,10,moonshotai/Kimi-K2-Instruct-0905-together,2025-11-28T15:21:58.328158,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",35529,17615.06,4,0,0,0,4,0,"Metric arc_challenge has value 44.5, expected 48.5",17014.1,600.96,5
2025_11_28_15_23,1,gpt-5-mini,2025-11-28T15:23:07.615208,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",73401,28356.9,8,0,0,0,8,0,"Metric arc_challenge has value 44.5, expected 48.5",27504.96,851.94,9
2025_11_28_15_23,2,gpt-5-mini,2025-11-28T15:23:40.187121,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",39720,26155.41,5,0,0,0,5,0,"Metric arc_challenge has value 44.5, expected 48.5",25519.44,635.97,6
2025_11_28_15_23,3,gpt-5-mini,2025-11-28T15:24:09.609736,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",67780,23065.74,7,0,0,0,7,0,"Metric arc_challenge has value 44.5, expected 48.5",22308.98,756.76,8
2025_11_28_15_23,4,gpt-5-mini,2025-11-28T15:24:36.414831,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",40210,29244.4,5,0,0,0,5,0,"Metric arc_challenge has value 44.5, expected 48.5",28603.37,641.03,6
2025_11_28_15_23,5,gpt-5-mini,2025-11-28T15:25:09.455500,False,1,23,0,,57608,19128.7,6,0,1,0,5,0,Missing or empty 'model-index' key,18671.11,457.59,7
2025_11_28_15_23,6,gpt-5-mini,2025-11-28T15:25:29.812781,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",72662,24321.2,8,0,0,0,8,0,"Metric arc_challenge has value 44.5, expected 48.5",23572.12,749.08,9
2025_11_28_15_23,7,gpt-5-mini,2025-11-28T15:25:57.927085,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",74903,25925.9,8,0,0,0,8,0,"Metric arc_challenge has value 44.5, expected 48.5",25058.27,867.63,9
2025_11_28_15_23,8,gpt-5-mini,2025-11-28T15:26:32.930552,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",25412,20490.24,4,0,0,0,4,0,"Metric arc_challenge has value 44.5, expected 48.5",19929.95,560.29,5
2025_11_28_15_23,9,gpt-5-mini,2025-11-28T15:26:57.250328,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",72947,38312.21,8,0,0,0,8,0,"Metric arc_challenge has value 44.5, expected 48.5",37510.98,801.23,9
2025_11_28_15_23,10,gpt-5-mini,2025-11-28T15:27:39.426530,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",72772,25898.61,8,0,0,0,8,0,"Metric arc_challenge has value 44.5, expected 48.5",25066.95,831.66,9
2025_11_28_15_28,1,openai/gpt-oss-120b,2025-11-28T15:28:17.116499,False,0,23,0,,40991,6243.4,6,0,1,0,5,0,Output YAML not found,5896.35,347.05,7
2025_11_28_15_28,2,openai/gpt-oss-120b,2025-11-28T15:28:24.593286,False,0,23,0,,2304,1123.7,1,0,0,0,1,0,Output YAML not found,1104.03,19.67,2
2025_11_28_15_28,3,openai/gpt-oss-120b,2025-11-28T15:28:26.933077,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",36388,6749.52,7,0,0,0,7,0,,6539.54,209.98,8
2025_11_28_15_28,4,openai/gpt-oss-120b,2025-11-28T15:28:37.766818,False,6,23,9,,139248,23474.58,15,1,0,0,15,1,"Metrics list has 9 entries, expected at least 11",19287.4,4187.18,16
2025_11_28_15_28,5,openai/gpt-oss-120b,2025-11-28T15:29:02.409343,False,1,23,0,,224122,45124.45,20,0,4,0,16,0,"mapping values are not allowed here
  in ""runs/2025_11_28_15_28/run_5/full_evals.yaml"", line 1, column 39",23192.75,21931.7,21
2025_11_28_15_28,6,openai/gpt-oss-120b,2025-11-28T15:29:54.061956,False,0,23,0,,0,401.65,0,0,0,0,0,0,Output YAML not found,401.65,0.0,1
2025_11_28_15_28,7,openai/gpt-oss-120b,2025-11-28T15:29:55.682619,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",31640,5466.4,6,0,0,0,6,0,,5300.97,165.43,7
2025_11_28_15_28,8,openai/gpt-oss-120b,2025-11-28T15:30:02.365781,False,0,23,0,,4690,1973.12,2,0,0,0,2,0,Output YAML not found,1913.65,59.47,3
2025_11_28_15_28,9,openai/gpt-oss-120b,2025-11-28T15:30:05.673769,False,0,23,0,,0,463.7,0,0,0,0,0,0,Output YAML not found,463.7,0.0,1
2025_11_28_15_28,10,openai/gpt-oss-120b,2025-11-28T15:30:07.335972,False,0,23,0,,2298,1102.65,1,0,0,0,1,0,Output YAML not found,1049.73,52.92,2
2025_11_28_15_32,1,claude-sonnet-4-5,2025-11-28T15:32:02.358560,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",70514,47434.08,5,0,1,0,4,0,,46543.56,890.52,6
2025_11_28_15_32,2,claude-sonnet-4-5,2025-11-28T15:32:53.753184,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",280392,148034.33,14,1,1,0,13,1,,144997.06,3037.27,15
2025_11_28_15_32,3,claude-sonnet-4-5,2025-11-28T15:35:35.876736,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",69005,40538.8,5,0,1,0,4,0,,39586.36,952.44,6
2025_11_28_15_32,4,claude-sonnet-4-5,2025-11-28T15:36:25.213750,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",221961,109312.34,12,1,1,0,11,1,,106759.39,2552.95,13
2025_11_28_15_32,5,claude-sonnet-4-5,2025-11-28T15:38:26.494484,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",84271,46542.85,6,0,1,0,5,0,,45511.86,1030.99,7
2025_11_28_15_32,6,claude-sonnet-4-5,2025-11-28T15:39:17.010794,False,20,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",71982,57221.95,5,0,1,0,4,0,"Metric mmlu has value 31.5, expected 28.3",55756.05,1465.9,6
2025_11_28_15_32,7,claude-sonnet-4-5,2025-11-28T15:40:20.729619,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",68544,40796.78,5,0,1,0,4,0,,39924.8,871.98,6
2025_11_28_15_32,8,claude-sonnet-4-5,2025-11-28T15:41:10.149028,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",36196,41881.64,3,0,0,0,3,0,"Metric arc_challenge has value 39.8, expected 48.5",40858.81,1022.83,4
2025_11_28_15_32,9,claude-sonnet-4-5,2025-11-28T15:41:57.977141,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",136768,98803.95,8,0,1,0,7,0,,96624.4,2179.55,9
2025_11_28_15_32,10,claude-sonnet-4-5,2025-11-28T15:43:39.946455,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",214736,125584.16,11,3,1,0,10,3,,121675.33,3908.83,12
2025_11_28_15_45,1,MiniMaxAI/MiniMax-M2,2025-11-28T15:45:55.938182,False,6,23,1,,60472,39727.92,5,0,1,0,4,0,"Metrics list has 1 entries, expected at least 11",38827.96,899.96,6
2025_11_28_15_45,2,MiniMaxAI/MiniMax-M2,2025-11-28T15:46:43.464596,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",60646,34389.25,7,0,0,0,7,0,"Metric arc_challenge has value 44.5, expected 48.5",33702.73,686.52,8
2025_11_28_15_45,3,MiniMaxAI/MiniMax-M2,2025-11-28T15:47:20.581894,False,22,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",70826,38252.2,6,0,1,0,5,0,Missing source or source URL,37315.31,936.89,7
2025_11_28_15_45,4,MiniMaxAI/MiniMax-M2,2025-11-28T15:48:08.165997,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",165948,92403.98,13,1,1,0,12,1,,64027.43,28376.55,14
2025_11_28_15_45,5,MiniMaxAI/MiniMax-M2,2025-11-28T15:49:46.629879,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",131618,79057.08,13,0,1,0,12,0,,74635.73,4421.35,14
2025_11_28_15_45,6,MiniMaxAI/MiniMax-M2,2025-11-28T15:51:15.096255,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",209813,93788.32,17,1,1,0,16,1,,90228.1,3560.22,18
2025_11_28_15_45,7,MiniMaxAI/MiniMax-M2,2025-11-28T15:52:54.889009,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",699449,204172.11,22,3,1,0,21,3,,113779.83,90392.28,23
2025_11_28_15_45,8,MiniMaxAI/MiniMax-M2,2025-11-28T15:56:38.664530,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",148343,55423.64,12,2,1,0,11,2,,54299.29,1124.35,13
2025_11_28_15_45,9,MiniMaxAI/MiniMax-M2,2025-11-28T15:57:37.353739,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",126445,56692.3,11,0,1,0,10,0,,53902.56,2789.74,12
2025_11_28_15_45,10,MiniMaxAI/MiniMax-M2,2025-11-28T15:58:44.691394,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",91621,58667.95,9,1,0,0,9,1,"Metric arc_challenge has value 44.5, expected 48.5",56031.3,2636.65,10
2025_11_28_15_59,1,zai-org/GLM-4.6,2025-11-28T15:59:51.386841,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",63357,33190.22,7,0,0,0,7,0,"Metric arc_challenge has value 44.5, expected 48.5",32492.75,697.47,8
2025_11_28_15_59,2,zai-org/GLM-4.6,2025-11-28T16:00:35.752569,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",131163,52121.94,10,0,3,0,7,0,,50381.78,1740.16,11
2025_11_28_15_59,3,zai-org/GLM-4.6,2025-11-28T16:01:31.528168,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",123499,107052.78,9,1,0,0,9,1,"Metric arc_challenge has value 44.5, expected 48.5",106226.03,826.75,10
2025_11_28_15_59,4,zai-org/GLM-4.6,2025-11-28T16:03:34.428163,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",58206,37508.76,6,0,0,0,6,0,"Metric arc_challenge has value 44.5, expected 48.5",36405.91,1102.85,7
2025_11_28_15_59,5,zai-org/GLM-4.6,2025-11-28T16:04:15.557918,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",88098,31572.81,7,0,1,0,6,0,,30192.39,1380.42,8
2025_11_28_15_59,6,zai-org/GLM-4.6,2025-11-28T16:04:55.819482,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",54337,26486.35,6,0,0,0,6,0,"Metric arc_challenge has value 44.5, expected 48.5",25755.88,730.47,7
2025_11_28_15_59,7,zai-org/GLM-4.6,2025-11-28T16:05:25.848393,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",167820,56384.21,12,0,1,0,11,0,,54365.62,2018.59,13
2025_11_28_15_59,8,zai-org/GLM-4.6,2025-11-28T16:06:28.024886,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",87559,30531.12,7,0,1,0,6,0,,29167.16,1363.96,8
2025_11_28_15_59,9,zai-org/GLM-4.6,2025-11-28T16:07:02.069726,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",36309,18736.3,4,0,0,0,4,0,"Metric arc_challenge has value 44.5, expected 48.5",18183.76,552.54,5
2025_11_28_15_59,10,zai-org/GLM-4.6,2025-11-28T16:07:27.033683,False,0,23,0,,45468,20647.17,4,0,1,0,3,0,Output YAML not found,19279.19,1367.98,5
2025_11_28_16_11,1,grok-4-fast-non-reasoning,2025-11-28T16:11:46.082340,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",111287,21367.16,7,0,1,0,6,0,,18447.86,2919.3,8
2025_11_28_16_11,2,grok-4-fast-non-reasoning,2025-11-28T16:12:10.418935,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",127686,48066.05,9,3,1,0,8,3,,39835.82,8230.23,10
2025_11_28_16_11,3,grok-4-fast-non-reasoning,2025-11-28T16:13:01.425114,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",257877,81492.22,22,7,1,0,21,7,,74975.21,6517.01,23
2025_11_28_16_11,4,grok-4-fast-non-reasoning,2025-11-28T16:14:34.828983,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",191527,88928.69,12,3,1,0,11,3,,86515.31,2413.38,13
2025_11_28_16_11,5,grok-4-fast-non-reasoning,2025-11-28T16:16:10.600609,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",30766,7252.97,3,0,1,0,2,0,,6966.2,286.77,4
2025_11_28_16_11,6,grok-4-fast-non-reasoning,2025-11-28T16:16:24.080517,False,1,23,0,,41166,92398.36,4,1,1,0,3,1,Missing or empty 'model-index' key,7984.61,84413.75,5
2025_11_28_16_11,7,grok-4-fast-non-reasoning,2025-11-28T16:18:03.858148,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",71162,42466.02,6,2,1,0,5,2,,37558.16,4907.86,7
2025_11_28_16_11,8,grok-4-fast-non-reasoning,2025-11-28T16:18:56.656273,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",118200,24413.86,9,2,1,0,8,2,,21728.53,2685.33,10
2025_11_28_16_11,9,grok-4-fast-non-reasoning,2025-11-28T16:19:22.306059,False,7,23,11,,40888,94137.02,4,1,1,0,3,1,Only found 0 expected benchmarks: set(),7771.33,86365.69,5
2025_11_28_16_11,10,grok-4-fast-non-reasoning,2025-11-28T16:21:11.449845,True,23,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",166625,30690.95,13,3,1,0,12,3,,28600.1,2090.85,14
2025_11_28_16_21,1,gpt-5.1,2025-11-28T16:21:48.074500,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",116942,51591.88,12,2,0,0,12,2,"Metric arc_challenge has value 44.5, expected 48.5",50725.56,866.32,13
2025_11_28_16_21,2,gpt-5.1,2025-11-28T16:22:48.349377,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",35833,23810.49,4,0,0,0,4,0,"Metric arc_challenge has value 44.5, expected 48.5",22402.48,1408.01,5
2025_11_28_16_21,3,gpt-5.1,2025-11-28T16:23:15.998387,False,5,23,0,,87479,57139.25,10,3,0,0,10,3,Missing or empty 'metrics' key,56227.09,912.16,11
2025_11_28_16_21,4,gpt-5.1,2025-11-28T16:24:19.301978,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",42374,29812.26,6,1,0,0,6,1,"Metric arc_challenge has value 44.5, expected 48.5",29167.34,644.92,7
2025_11_28_16_21,5,gpt-5.1,2025-11-28T16:24:52.740697,False,11,23,11,"arc_challenge,arc_easy,boolq,copa,hellaswag,mmlu,openbookqa,piqa,sciq,truthfulqa,winogrande",68161,31397.77,9,1,0,0,9,1,"Metric arc_challenge has value 44.5, expected 48.5",30687.25,710.52,10
